# Farfield Pattern Export
# Frequency [Hz]: 3.000000e+09
# N elements: 32
# Directivity [dBi]: 9.24
# Theta points: 401, Phi points: 401
Theta [deg.]; Phi [deg.]; Abs(Dir.)[dB]; Abs(F); Phase(F)[deg.]
84.1500; -153.9000; -15.9749; 0.158948; 180.0000
84.6000; -153.9000; -16.0583; 0.157430; 180.0000
85.0500; -153.9000; -16.1356; 0.156034; -180.0000
85.5000; -153.9000; -16.2067; 0.154762; -180.0000
85.9500; -153.9000; -16.2715; 0.153611; 180.0000
86.4000; -153.9000; -16.3299; 0.152583; -180.0000
86.8500; -153.9000; -16.3817; 0.151676; 180.0000
87.3000; -153.9000; -16.4267; 0.150891; -180.0000
87.7500; -153.9000; -16.4650; 0.150227; 180.0000
88.2000; -153.9000; -16.4965; 0.149684; 180.0000
88.6500; -153.9000; -16.5210; 0.149262; 180.0000
89.1000; -153.9000; -16.5386; 0.148961; -180.0000
89.5500; -153.9000; -16.5491; 0.148780; 180.0000
90.0000; -153.9000; -16.5526; 0.148719; 180.0000
-90.0000; -153.0000; -18.5012; 0.118833; -180.0000
-89.5500; -153.0000; -18.4972; 0.118889; 180.0000
-89.1000; -153.0000; -18.4851; 0.119054; -180.0000
-88.6500; -153.0000; -18.4650; 0.119330; 180.0000
-88.2000; -153.0000; -18.4369; 0.119716; 180.0000
-87.7500; -153.0000; -18.4009; 0.120214; 180.0000
-87.3000; -153.0000; -18.3571; 0.120822; 180.0000
-86.8500; -153.0000; -18.3055; 0.121541; 180.0000
-86.4000; -153.0000; -18.2463; 0.122373; 180.0000
-85.9500; -153.0000; -18.1796; 0.123316; -180.0000
-85.5000; -153.0000; -18.1056; 0.124372; 180.0000
-85.0500; -153.0000; -18.0243; 0.125541; 180.0000
-84.6000; -153.0000; -17.9360; 0.126823; -180.0000
-84.1500; -153.0000; -17.8409; 0.128220; 180.0000
-83.7000; -153.0000; -17.7391; 0.129731; -180.0000
-83.2500; -153.0000; -17.6309; 0.131357; 180.0000
-82.8000; -153.0000; -17.5165; 0.133099; -180.0000
-82.3500; -153.0000; -17.3961; 0.134957; -180.0000
-81.9000; -153.0000; -17.2699; 0.136931; -180.0000
-81.4500; -153.0000; -17.1383; 0.139023; 180.0000
-81.0000; -153.0000; -17.0013; 0.141232; -180.0000
-80.5500; -153.0000; -16.8594; 0.143560; -180.0000
-80.1000; -153.0000; -16.7127; 0.146005; 180.0000
-79.6500; -153.0000; -16.5615; 0.148568; 180.0000
-79.2000; -153.0000; -16.4061; 0.151251; -180.0000
-78.7500; -153.0000; -16.2467; 0.154051; -180.0000
-78.3000; -153.0000; -16.0837; 0.156970; -180.0000
-77.8500; -153.0000; -15.9172; 0.160007; 180.0000
-77.4000; -153.0000; -15.7476; 0.163162; -180.0000
-76.9500; -153.0000; -15.5752; 0.166433; 180.0000
-76.5000; -153.0000; -15.4002; 0.169821; -180.0000
-76.0500; -153.0000; -15.2228; 0.173325; 180.0000
-75.6000; -153.0000; -15.0434; 0.176942; 180.0000
-75.1500; -153.0000; -14.8622; 0.180672; -180.0000
-74.7000; -153.0000; -14.6794; 0.184513; 180.0000
-74.2500; -153.0000; -14.4954; 0.188464; -180.0000
-73.8000; -153.0000; -14.3104; 0.192521; -180.0000
-73.3500; -153.0000; -14.1246; 0.196684; -180.0000
-72.9000; -153.0000; -13.9384; 0.200947; -180.0000
-72.4500; -153.0000; -13.7518; 0.205310; -180.0000
-72.0000; -153.0000; -13.5652; 0.209768; -180.0000
-71.5500; -153.0000; -13.3789; 0.214317; -180.0000
-71.1000; -153.0000; -13.1929; 0.218954; -180.0000
-70.6500; -153.0000; -13.0077; 0.223674; -180.0000
-70.2000; -153.0000; -12.8234; 0.228472; -180.0000
-69.7500; -153.0000; -12.6401; 0.233342; 180.0000
-69.3000; -153.0000; -12.4583; 0.238280; 180.0000
-68.8500; -153.0000; -12.2779; 0.243278; 180.0000
-68.4000; -153.0000; -12.0994; 0.248331; -180.0000
-67.9500; -153.0000; -11.9228; 0.253431; 180.0000
-67.5000; -153.0000; -11.7484; 0.258572; 180.0000
-67.0500; -153.0000; -11.5763; 0.263745; -180.0000
-66.6000; -153.0000; -11.4068; 0.268942; -180.0000
-66.1500; -153.0000; -11.2401; 0.274154; 180.0000
-65.7000; -153.0000; -11.0763; 0.279372; -180.0000
-65.2500; -153.0000; -10.9157; 0.284587; 180.0000
-64.8000; -153.0000; -10.7584; 0.289788; -180.0000
-64.3500; -153.0000; -10.6046; 0.294965; 180.0000
-63.9000; -153.0000; -10.4545; 0.300107; 180.0000
-63.4500; -153.0000; -10.3082; 0.305203; -180.0000
-63.0000; -153.0000; -10.1660; 0.310241; -180.0000
-62.5500; -153.0000; -10.0281; 0.315208; 180.0000
-62.1000; -153.0000; -9.8945; 0.320092; 180.0000
-61.6500; -153.0000; -9.7655; 0.324881; 180.0000
-61.2000; -153.0000; -9.6413; 0.329560; 180.0000
-60.7500; -153.0000; -9.5220; 0.334117; 180.0000
-60.3000; -153.0000; -9.4079; 0.338537; -180.0000
-59.8500; -153.0000; -9.2990; 0.342806; -180.0000
-59.4000; -153.0000; -9.1957; 0.346910; 180.0000
-58.9500; -153.0000; -9.0980; 0.350834; 180.0000
-58.5000; -153.0000; -9.0061; 0.354563; 180.0000
-58.0500; -153.0000; -8.9203; 0.358083; -180.0000
-57.6000; -153.0000; -8.8408; 0.361378; -180.0000
-57.1500; -153.0000; -8.7677; 0.364432; -180.0000
-56.7000; -153.0000; -8.7012; 0.367231; -180.0000
-56.2500; -153.0000; -8.6416; 0.369760; 180.0000
-55.8000; -153.0000; -8.5891; 0.372003; -180.0000
-55.3500; -153.0000; -8.5438; 0.373946; -180.0000
-54.9000; -153.0000; -8.5061; 0.375573; 180.0000
-54.4500; -153.0000; -8.4762; 0.376870; 180.0000
-54.0000; -153.0000; -8.4542; 0.377822; 180.0000
-53.5500; -153.0000; -8.4406; 0.378416; -180.0000
-53.1000; -153.0000; -8.4355; 0.378638; -180.0000
-52.6500; -153.0000; -8.4393; 0.378474; 180.0000
-52.2000; -153.0000; -8.4522; 0.377912; 180.0000
-51.7500; -153.0000; -8.4746; 0.376939; 180.0000
-51.3000; -153.0000; -8.5068; 0.375544; 180.0000
-50.8500; -153.0000; -8.5491; 0.373717; 180.0000
-50.4000; -153.0000; -8.6021; 0.371447; 180.0000
-49.9500; -153.0000; -8.6660; 0.368724; 180.0000
-49.5000; -153.0000; -8.7413; 0.365540; -180.0000
-49.0500; -153.0000; -8.8285; 0.361888; 180.0000
-48.6000; -153.0000; -8.9281; 0.357761; 180.0000
-48.1500; -153.0000; -9.0407; 0.353153; 180.0000
-47.7000; -153.0000; -9.1669; 0.348060; -180.0000
-47.2500; -153.0000; -9.3073; 0.342479; 180.0000
-46.8000; -153.0000; -9.4627; 0.336407; -180.0000
-46.3500; -153.0000; -9.6338; 0.329843; -180.0000
-45.9000; -153.0000; -9.8216; 0.322789; -180.0000
-45.4500; -153.0000; -10.0270; 0.315245; -180.0000
-45.0000; -153.0000; -10.2512; 0.307214; -180.0000
-44.5500; -153.0000; -10.4952; 0.298702; -180.0000
-44.1000; -153.0000; -10.7606; 0.289714; -180.0000
-43.6500; -153.0000; -11.0489; 0.280257; -180.0000
-43.2000; -153.0000; -11.3618; 0.270341; -180.0000
-42.7500; -153.0000; -11.7014; 0.259974; 180.0000
-42.3000; -153.0000; -12.0701; 0.249171; 180.0000
-41.8500; -153.0000; -12.4705; 0.237943; 180.0000
-41.4000; -153.0000; -12.9061; 0.226306; 180.0000
-40.9500; -153.0000; -13.3806; 0.214275; 180.0000
-40.5000; -153.0000; -13.8986; 0.201870; 180.0000
-40.0500; -153.0000; -14.4658; 0.189109; 180.0000
-39.6000; -153.0000; -15.0891; 0.176013; 180.0000
-39.1500; -153.0000; -15.7773; 0.162605; 180.0000
-38.7000; -153.0000; -16.5417; 0.148907; 180.0000
-38.2500; -153.0000; -17.3968; 0.134946; 180.0000
-37.8000; -153.0000; -18.3625; 0.120747; 180.0000
-37.3500; -153.0000; -19.4663; 0.106337; -180.0000
-36.9000; -153.0000; -20.7482; 0.091746; 180.0000
-36.4500; -153.0000; -22.2698; 0.077004; -180.0000
-36.0000; -153.0000; -24.1326; 0.062140; 180.0000
-35.5500; -153.0000; -26.5235; 0.047187; 180.0000
-35.1000; -153.0000; -29.8487; 0.032178; -180.0000
-34.6500; -153.0000; -35.3168; 0.017146; -180.0000
-34.2000; -153.0000; -53.4553; 0.002124; 180.0000
-33.7500; -153.0000; -37.8208; 0.012852; 0.0000
-33.3000; -153.0000; -31.1356; 0.027747; -0.0000
-32.8500; -153.0000; -27.4267; 0.042527; 0.0000
-32.4000; -153.0000; -24.8588; 0.057156; 0.0000
-31.9500; -153.0000; -22.9020; 0.071598; -0.0000
-31.5000; -153.0000; -21.3285; 0.085817; -0.0000
-31.0500; -153.0000; -20.0192; 0.099779; 0.0000
-30.6000; -153.0000; -18.9041; 0.113448; -0.0000
-30.1500; -153.0000; -17.9384; 0.126789; 0.0000
-29.7000; -153.0000; -17.0918; 0.139769; 0.0000
-29.2500; -153.0000; -16.3429; 0.152355; 0.0000
-28.8000; -153.0000; -15.6760; 0.164513; 0.0000
-28.3500; -153.0000; -15.0792; 0.176213; -0.0000
-27.9000; -153.0000; -14.5435; 0.187425; 0.0000
-27.4500; -153.0000; -14.0615; 0.198118; -0.0000
-27.0000; -153.0000; -13.6276; 0.208267; -0.0000
-26.5500; -153.0000; -13.2371; 0.217844; -0.0000
-26.1000; -153.0000; -12.8862; 0.226825; 0.0000
-25.6500; -153.0000; -12.5717; 0.235188; -0.0000
-25.2000; -153.0000; -12.2910; 0.242912; -0.0000
-24.7500; -153.0000; -12.0419; 0.249979; 0.0000
-24.3000; -153.0000; -11.8226; 0.256370; -0.0000
-23.8500; -153.0000; -11.6316; 0.262073; -0.0000
-23.4000; -153.0000; -11.4674; 0.267075; 0.0000
-22.9500; -153.0000; -11.3289; 0.271365; -0.0000
-22.5000; -153.0000; -11.2153; 0.274937; 0.0000
-22.0500; -153.0000; -11.1258; 0.277786; -0.0000
-21.6000; -153.0000; -11.0597; 0.279909; 0.0000
-21.1500; -153.0000; -11.0164; 0.281307; -0.0000
-20.7000; -153.0000; -10.9956; 0.281982; -0.0000
-20.2500; -153.0000; -10.9969; 0.281940; -0.0000
-19.8000; -153.0000; -11.0201; 0.281188; 0.0000
-19.3500; -153.0000; -11.0650; 0.279738; -0.0000
-18.9000; -153.0000; -11.1315; 0.277602; 0.0000
-18.4500; -153.0000; -11.2198; 0.274797; 0.0000
-18.0000; -153.0000; -11.3297; 0.271341; 0.0000
-17.5500; -153.0000; -11.4615; 0.267254; -0.0000
-17.1000; -153.0000; -11.6154; 0.262561; 0.0000
-16.6500; -153.0000; -11.7917; 0.257286; -0.0000
-16.2000; -153.0000; -11.9907; 0.251458; 0.0000
-15.7500; -153.0000; -12.2129; 0.245107; 0.0000
-15.3000; -153.0000; -12.4588; 0.238265; 0.0000
-14.8500; -153.0000; -12.7291; 0.230965; -0.0000
-14.4000; -153.0000; -13.0244; 0.223245; -0.0000
-13.9500; -153.0000; -13.3456; 0.215140; 0.0000
-13.5000; -153.0000; -13.6935; 0.206692; -0.0000
-13.0500; -153.0000; -14.0694; 0.197939; -0.0000
-12.6000; -153.0000; -14.4743; 0.188924; -0.0000
-12.1500; -153.0000; -14.9096; 0.179689; 0.0000
-11.7000; -153.0000; -15.3768; 0.170278; -0.0000
-11.2500; -153.0000; -15.8778; 0.160735; -0.0000
-10.8000; -153.0000; -16.4144; 0.151105; -0.0000
-10.3500; -153.0000; -16.9890; 0.141433; -0.0000
-9.9000; -153.0000; -17.6041; 0.131764; -0.0000
-9.4500; -153.0000; -18.2627; 0.122143; -0.0000
-9.0000; -153.0000; -18.9681; 0.112614; 0.0000
-8.5500; -153.0000; -19.7245; 0.103223; 0.0000
-8.1000; -153.0000; -20.5364; 0.094011; 0.0000
-7.6500; -153.0000; -21.4092; 0.085024; 0.0000
-7.2000; -153.0000; -22.3494; 0.076301; 0.0000
-6.7500; -153.0000; -23.3647; 0.067883; 0.0000
-6.3000; -153.0000; -24.4645; 0.059810; -0.0000
-5.8500; -153.0000; -25.6602; 0.052118; -0.0000
-5.4000; -153.0000; -26.9659; 0.044844; -0.0000
-4.9500; -153.0000; -28.3996; 0.038021; 0.0000
-4.5000; -153.0000; -29.9843; 0.031680; 0.0000
-4.0500; -153.0000; -31.7506; 0.025851; -0.0000
-3.6000; -153.0000; -33.7394; 0.020560; 0.0000
-3.1500; -153.0000; -36.0086; 0.015833; 0.0000
-2.7000; -153.0000; -38.6428; 0.011691; 0.0000
-2.2500; -153.0000; -41.7731; 0.008154; 0.0000
-1.8000; -153.0000; -45.6193; 0.005236; 0.0000
-1.3500; -153.0000; -50.5934; 0.002953; 0.0000
-0.9000; -153.0000; -57.6203; 0.001315; -0.0000
-0.4500; -153.0000; -69.6514; 0.000329; 0.0000
0.0000; -153.0000; -200.0000; 0.000000; 0.0000
0.4500; -153.0000; -69.6514; 0.000329; 0.0000
0.9000; -153.0000; -57.6203; 0.001315; 0.0000
1.3500; -153.0000; -50.5934; 0.002953; 0.0000
1.8000; -153.0000; -45.6193; 0.005236; 0.0000
2.2500; -153.0000; -41.7731; 0.008154; 0.0000
2.7000; -153.0000; -38.6428; 0.011691; 0.0000
3.1500; -153.0000; -36.0086; 0.015833; 0.0000
3.6000; -153.0000; -33.7394; 0.020560; 0.0000
4.0500; -153.0000; -31.7506; 0.025851; 0.0000
4.5000; -153.0000; -29.9843; 0.031680; 0.0000
4.9500; -153.0000; -28.3996; 0.038021; 0.0000
5.4000; -153.0000; -26.9659; 0.044844; 0.0000
5.8500; -153.0000; -25.6602; 0.052118; 0.0000
6.3000; -153.0000; -24.4645; 0.059810; 0.0000
6.7500; -153.0000; -23.3647; 0.067883; 0.0000
7.2000; -153.0000; -22.3494; 0.076301; 0.0000
7.6500; -153.0000; -21.4092; 0.085024; 0.0000
8.1000; -153.0000; -20.5364; 0.094011; 0.0000
8.5500; -153.0000; -19.7245; 0.103223; 0.0000
9.0000; -153.0000; -18.9681; 0.112614; 0.0000
9.4500; -153.0000; -18.2627; 0.122143; 0.0000
9.9000; -153.0000; -17.6041; 0.131764; 0.0000
10.3500; -153.0000; -16.9890; 0.141433; -0.0000
10.8000; -153.0000; -16.4144; 0.151105; 0.0000
11.2500; -153.0000; -15.8778; 0.160735; 0.0000
11.7000; -153.0000; -15.3768; 0.170278; -0.0000
12.1500; -153.0000; -14.9096; 0.179689; 0.0000
12.6000; -153.0000; -14.4743; 0.188924; -0.0000
13.0500; -153.0000; -14.0694; 0.197939; -0.0000
13.5000; -153.0000; -13.6935; 0.206692; 0.0000
13.9500; -153.0000; -13.3456; 0.215140; -0.0000
14.4000; -153.0000; -13.0244; 0.223245; -0.0000
14.8500; -153.0000; -12.7291; 0.230965; 0.0000
15.3000; -153.0000; -12.4588; 0.238265; -0.0000
15.7500; -153.0000; -12.2129; 0.245107; -0.0000
16.2000; -153.0000; -11.9907; 0.251458; 0.0000
16.6500; -153.0000; -11.7917; 0.257286; 0.0000
17.1000; -153.0000; -11.6154; 0.262561; -0.0000
17.5500; -153.0000; -11.4615; 0.267254; 0.0000
18.0000; -153.0000; -11.3297; 0.271341; 0.0000
18.4500; -153.0000; -11.2198; 0.274797; -0.0000
18.9000; -153.0000; -11.1315; 0.277602; 0.0000
19.3500; -153.0000; -11.0650; 0.279738; 0.0000
19.8000; -153.0000; -11.0201; 0.281188; -0.0000
20.2500; -153.0000; -10.9969; 0.281940; -0.0000
20.7000; -153.0000; -10.9956; 0.281982; 0.0000
21.1500; -153.0000; -11.0164; 0.281307; -0.0000
21.6000; -153.0000; -11.0597; 0.279909; 0.0000
22.0500; -153.0000; -11.1258; 0.277786; 0.0000
22.5000; -153.0000; -11.2153; 0.274937; 0.0000
22.9500; -153.0000; -11.3289; 0.271365; 0.0000
23.4000; -153.0000; -11.4674; 0.267075; -0.0000
23.8500; -153.0000; -11.6316; 0.262073; 0.0000
24.3000; -153.0000; -11.8226; 0.256370; 0.0000
24.7500; -153.0000; -12.0419; 0.249979; -0.0000
25.2000; -153.0000; -12.2910; 0.242912; -0.0000
25.6500; -153.0000; -12.5717; 0.235188; 0.0000
26.1000; -153.0000; -12.8862; 0.226825; 0.0000
26.5500; -153.0000; -13.2371; 0.217844; 0.0000
27.0000; -153.0000; -13.6276; 0.208267; 0.0000
27.4500; -153.0000; -14.0615; 0.198118; 0.0000
27.9000; -153.0000; -14.5435; 0.187425; -0.0000
28.3500; -153.0000; -15.0792; 0.176213; -0.0000
28.8000; -153.0000; -15.6760; 0.164513; -0.0000
29.2500; -153.0000; -16.3429; 0.152355; 0.0000
29.7000; -153.0000; -17.0918; 0.139769; 0.0000
30.1500; -153.0000; -17.9384; 0.126789; -0.0000
30.6000; -153.0000; -18.9041; 0.113448; 0.0000
31.0500; -153.0000; -20.0192; 0.099779; -0.0000
31.5000; -153.0000; -21.3285; 0.085817; 0.0000
31.9500; -153.0000; -22.9020; 0.071598; -0.0000
32.4000; -153.0000; -24.8588; 0.057156; 0.0000
32.8500; -153.0000; -27.4267; 0.042527; -0.0000
33.3000; -153.0000; -31.1356; 0.027747; 0.0000
33.7500; -153.0000; -37.8208; 0.012852; 0.0000
34.2000; -153.0000; -53.4553; 0.002124; -180.0000
34.6500; -153.0000; -35.3168; 0.017146; -180.0000
35.1000; -153.0000; -29.8487; 0.032178; 180.0000
35.5500; -153.0000; -26.5235; 0.047187; 180.0000
36.0000; -153.0000; -24.1326; 0.062140; -180.0000
36.4500; -153.0000; -22.2698; 0.077004; 180.0000
36.9000; -153.0000; -20.7482; 0.091746; -180.0000
37.3500; -153.0000; -19.4663; 0.106337; 180.0000
37.8000; -153.0000; -18.3625; 0.120747; 180.0000
38.2500; -153.0000; -17.3968; 0.134946; 180.0000
38.7000; -153.0000; -16.5417; 0.148907; 180.0000
39.1500; -153.0000; -15.7773; 0.162605; -180.0000
39.6000; -153.0000; -15.0891; 0.176013; -180.0000
40.0500; -153.0000; -14.4658; 0.189109; 180.0000
40.5000; -153.0000; -13.8986; 0.201870; 180.0000
40.9500; -153.0000; -13.3806; 0.214275; 180.0000
41.4000; -153.0000; -12.9061; 0.226306; 180.0000
41.8500; -153.0000; -12.4705; 0.237943; 180.0000
42.3000; -153.0000; -12.0701; 0.249171; -180.0000
42.7500; -153.0000; -11.7014; 0.259974; -180.0000
43.2000; -153.0000; -11.3618; 0.270341; 180.0000
43.6500; -153.0000; -11.0489; 0.280257; -180.0000
44.1000; -153.0000; -10.7606; 0.289714; -180.0000
44.5500; -153.0000; -10.4952; 0.298702; -180.0000
45.0000; -153.0000; -10.2512; 0.307214; 180.0000
45.4500; -153.0000; -10.0270; 0.315245; 180.0000
45.9000; -153.0000; -9.8216; 0.322789; 180.0000
46.3500; -153.0000; -9.6338; 0.329843; -180.0000
46.8000; -153.0000; -9.4627; 0.336407; -180.0000
47.2500; -153.0000; -9.3073; 0.342479; 180.0000
47.7000; -153.0000; -9.1669; 0.348060; -180.0000
48.1500; -153.0000; -9.0407; 0.353153; 180.0000
48.6000; -153.0000; -8.9281; 0.357761; -180.0000
49.0500; -153.0000; -8.8285; 0.361888; 180.0000
49.5000; -153.0000; -8.7413; 0.365540; -180.0000
49.9500; -153.0000; -8.6660; 0.368724; 180.0000
50.4000; -153.0000; -8.6021; 0.371447; -180.0000
50.8500; -153.0000; -8.5491; 0.373717; 180.0000
51.3000; -153.0000; -8.5068; 0.375544; 180.0000
51.7500; -153.0000; -8.4746; 0.376939; 180.0000
52.2000; -153.0000; -8.4522; 0.377912; -180.0000
52.6500; -153.0000; -8.4393; 0.378474; -180.0000
53.1000; -153.0000; -8.4355; 0.378638; 180.0000
53.5500; -153.0000; -8.4406; 0.378416; 180.0000
54.0000; -153.0000; -8.4542; 0.377822; -180.0000
54.4500; -153.0000; -8.4762; 0.376870; 180.0000
54.9000; -153.0000; -8.5061; 0.375573; -180.0000
55.3500; -153.0000; -8.5438; 0.373946; -180.0000
55.8000; -153.0000; -8.5891; 0.372003; -180.0000
56.2500; -153.0000; -8.6416; 0.369760; 180.0000
56.7000; -153.0000; -8.7012; 0.367231; -180.0000
57.1500; -153.0000; -8.7677; 0.364432; 180.0000
57.6000; -153.0000; -8.8408; 0.361378; 180.0000
58.0500; -153.0000; -8.9203; 0.358083; -180.0000
58.5000; -153.0000; -9.0061; 0.354563; -180.0000
58.9500; -153.0000; -9.0980; 0.350834; -180.0000
59.4000; -153.0000; -9.1957; 0.346910; -180.0000
59.8500; -153.0000; -9.2990; 0.342806; 180.0000
60.3000; -153.0000; -9.4079; 0.338537; 180.0000
60.7500; -153.0000; -9.5220; 0.334117; -180.0000
61.2000; -153.0000; -9.6413; 0.329560; -180.0000
61.6500; -153.0000; -9.7655; 0.324881; -180.0000
62.1000; -153.0000; -9.8945; 0.320092; -180.0000
62.5500; -153.0000; -10.0281; 0.315208; 180.0000
63.0000; -153.0000; -10.1660; 0.310241; 180.0000
63.4500; -153.0000; -10.3082; 0.305203; 180.0000
63.9000; -153.0000; -10.4545; 0.300107; 180.0000
64.3500; -153.0000; -10.6046; 0.294965; -180.0000
64.8000; -153.0000; -10.7584; 0.289788; -180.0000
65.2500; -153.0000; -10.9157; 0.284587; 180.0000
65.7000; -153.0000; -11.0763; 0.279372; 180.0000
66.1500; -153.0000; -11.2401; 0.274154; -180.0000
66.6000; -153.0000; -11.4068; 0.268942; 180.0000
67.0500; -153.0000; -11.5763; 0.263745; 180.0000
67.5000; -153.0000; -11.7484; 0.258572; 180.0000
67.9500; -153.0000; -11.9228; 0.253431; 180.0000
68.4000; -153.0000; -12.0994; 0.248331; 180.0000
68.8500; -153.0000; -12.2779; 0.243278; -180.0000
69.3000; -153.0000; -12.4583; 0.238280; 180.0000
69.7500; -153.0000; -12.6401; 0.233342; 180.0000
70.2000; -153.0000; -12.8234; 0.228472; 180.0000
70.6500; -153.0000; -13.0077; 0.223674; -180.0000
71.1000; -153.0000; -13.1929; 0.218954; 180.0000
71.5500; -153.0000; -13.3789; 0.214317; -180.0000
72.0000; -153.0000; -13.5652; 0.209768; 180.0000
72.4500; -153.0000; -13.7518; 0.205310; 180.0000
72.9000; -153.0000; -13.9384; 0.200947; 180.0000
73.3500; -153.0000; -14.1246; 0.196684; -180.0000
73.8000; -153.0000; -14.3104; 0.192521; -180.0000
74.2500; -153.0000; -14.4954; 0.188464; -180.0000
74.7000; -153.0000; -14.6794; 0.184513; 180.0000
75.1500; -153.0000; -14.8622; 0.180672; 180.0000
75.6000; -153.0000; -15.0434; 0.176942; -180.0000
76.0500; -153.0000; -15.2228; 0.173325; -180.0000
76.5000; -153.0000; -15.4002; 0.169821; 180.0000
76.9500; -153.0000; -15.5752; 0.166433; 180.0000
77.4000; -153.0000; -15.7476; 0.163162; -180.0000
77.8500; -153.0000; -15.9172; 0.160007; 180.0000
78.3000; -153.0000; -16.0837; 0.156970; 180.0000
78.7500; -153.0000; -16.2467; 0.154051; -180.0000
79.2000; -153.0000; -16.4061; 0.151251; -180.0000
79.6500; -153.0000; -16.5615; 0.148568; 180.0000
80.1000; -153.0000; -16.7127; 0.146005; -180.0000
80.5500; -153.0000; -16.8594; 0.143560; -180.0000
81.0000; -153.0000; -17.0013; 0.141232; -180.0000
81.4500; -153.0000; -17.1383; 0.139023; 180.0000
81.9000; -153.0000; -17.2699; 0.136931; -180.0000
82.3500; -153.0000; -17.3961; 0.134957; -180.0000
82.8000; -153.0000; -17.5165; 0.133099; -180.0000
83.2500; -153.0000; -17.6309; 0.131357; -180.0000
83.7000; -153.0000; -17.7391; 0.129731; 180.0000
84.1500; -153.0000; -17.8409; 0.128220; -180.0000
84.6000; -153.0000; -17.9360; 0.126823; 180.0000
85.0500; -153.0000; -18.0243; 0.125541; -180.0000
85.5000; -153.0000; -18.1056; 0.124372; -180.0000
85.9500; -153.0000; -18.1796; 0.123316; -180.0000
86.4000; -153.0000; -18.2463; 0.122373; 180.0000
86.8500; -153.0000; -18.3055; 0.121541; 180.0000
87.3000; -153.0000; -18.3571; 0.120822; 180.0000
87.7500; -153.0000; -18.4009; 0.120214; -180.0000
88.2000; -153.0000; -18.4369; 0.119716; -180.0000
88.6500; -153.0000; -18.4650; 0.119330; -180.0000
89.1000; -153.0000; -18.4851; 0.119054; -180.0000
89.5500; -153.0000; -18.4972; 0.118889; 180.0000
90.0000; -153.0000; -18.5012; 0.118833; 180.0000
-90.0000; -152.1000; -21.3089; 0.086011; 180.0000
-89.5500; -152.1000; -21.3038; 0.086062; -180.0000
-89.1000; -152.1000; -21.2884; 0.086215; 180.0000
-88.6500; -152.1000; -21.2627; 0.086470; 180.0000
-88.2000; -152.1000; -21.2269; 0.086827; -180.0000
-87.7500; -152.1000; -21.1811; 0.087286; -180.0000
-87.3000; -152.1000; -21.1253; 0.087848; -180.0000
-86.8500; -152.1000; -21.0598; 0.088514; 180.0000
-86.4000; -152.1000; -20.9846; 0.089283; -180.0000
-85.9500; -152.1000; -20.9001; 0.090156; 180.0000
-85.5000; -152.1000; -20.8063; 0.091135; 180.0000
-85.0500; -152.1000; -20.7037; 0.092218; -180.0000
-84.6000; -152.1000; -20.5923; 0.093408; -180.0000
-84.1500; -152.1000; -20.4726; 0.094704; -180.0000
-83.7000; -152.1000; -20.3448; 0.096108; -180.0000
-83.2500; -152.1000; -20.2092; 0.097621; -180.0000
-82.8000; -152.1000; -20.0661; 0.099242; 180.0000
-82.3500; -152.1000; -19.9159; 0.100973; -180.0000
-81.9000; -152.1000; -19.7589; 0.102815; 180.0000
-81.4500; -152.1000; -19.5954; 0.104769; 180.0000
-81.0000; -152.1000; -19.4258; 0.106834; -180.0000
-80.5500; -152.1000; -19.2505; 0.109012; -180.0000
-80.1000; -152.1000; -19.0698; 0.111304; -180.0000
-79.6500; -152.1000; -18.8841; 0.113709; 180.0000
-79.2000; -152.1000; -18.6937; 0.116229; 180.0000
-78.7500; -152.1000; -18.4990; 0.118864; 180.0000
-78.3000; -152.1000; -18.3004; 0.121613; -180.0000
-77.8500; -152.1000; -18.0981; 0.124478; 180.0000
-77.4000; -152.1000; -17.8926; 0.127458; -180.0000
-76.9500; -152.1000; -17.6842; 0.130554; -180.0000
-76.5000; -152.1000; -17.4732; 0.133764; 180.0000
-76.0500; -152.1000; -17.2600; 0.137088; -180.0000
-75.6000; -152.1000; -17.0449; 0.140525; 180.0000
-75.1500; -152.1000; -16.8282; 0.144076; -180.0000
-74.7000; -152.1000; -16.6102; 0.147737; 180.0000
-74.2500; -152.1000; -16.3912; 0.151509; 180.0000
-73.8000; -152.1000; -16.1716; 0.155390; 180.0000
-73.3500; -152.1000; -15.9515; 0.159376; -180.0000
-72.9000; -152.1000; -15.7314; 0.163467; 180.0000
-72.4500; -152.1000; -15.5114; 0.167660; 180.0000
-72.0000; -152.1000; -15.2919; 0.171952; -180.0000
-71.5500; -152.1000; -15.0730; 0.176339; -180.0000
-71.1000; -152.1000; -14.8552; 0.180818; -180.0000
-70.6500; -152.1000; -14.6385; 0.185386; 180.0000
-70.2000; -152.1000; -14.4232; 0.190037; 180.0000
-69.7500; -152.1000; -14.2097; 0.194767; -180.0000
-69.3000; -152.1000; -13.9980; 0.199571; -180.0000
-68.8500; -152.1000; -13.7885; 0.204444; -180.0000
-68.4000; -152.1000; -13.5813; 0.209380; 180.0000
-67.9500; -152.1000; -13.3767; 0.214371; 180.0000
-67.5000; -152.1000; -13.1748; 0.219412; 180.0000
-67.0500; -152.1000; -12.9759; 0.224495; 180.0000
-66.6000; -152.1000; -12.7801; 0.229612; 180.0000
-66.1500; -152.1000; -12.5877; 0.234756; -180.0000
