# Farfield Pattern Export
# Frequency [Hz]: 3.000000e+09
# N elements: 32
# Directivity [dBi]: 9.24
# Theta points: 401, Phi points: 401
Theta [deg.]; Phi [deg.]; Abs(Dir.)[dB]; Abs(F); Phase(F)[deg.]
-65.7000; -152.1000; -12.3988; 0.239917; 180.0000
-65.2500; -152.1000; -12.2136; 0.245086; -180.0000
-64.8000; -152.1000; -12.0324; 0.250254; -180.0000
-64.3500; -152.1000; -11.8552; 0.255411; -180.0000
-63.9000; -152.1000; -11.6823; 0.260547; -180.0000
-63.4500; -152.1000; -11.5138; 0.265650; 180.0000
-63.0000; -152.1000; -11.3499; 0.270709; 180.0000
-62.5500; -152.1000; -11.1909; 0.275713; -180.0000
-62.1000; -152.1000; -11.0367; 0.280649; 180.0000
-61.6500; -152.1000; -10.8877; 0.285505; -180.0000
-61.2000; -152.1000; -10.7440; 0.290268; 180.0000
-60.7500; -152.1000; -10.6058; 0.294924; 180.0000
-60.3000; -152.1000; -10.4732; 0.299461; 180.0000
-59.8500; -152.1000; -10.3464; 0.303863; 180.0000
-59.4000; -152.1000; -10.2257; 0.308118; 180.0000
-58.9500; -152.1000; -10.1111; 0.312209; 180.0000
-58.5000; -152.1000; -10.0028; 0.316124; 180.0000
-58.0500; -152.1000; -9.9012; 0.319847; 180.0000
-57.6000; -152.1000; -9.8062; 0.323363; -180.0000
-57.1500; -152.1000; -9.7182; 0.326657; 180.0000
-56.7000; -152.1000; -9.6373; 0.329713; 180.0000
-56.2500; -152.1000; -9.5637; 0.332518; 180.0000
-55.8000; -152.1000; -9.4977; 0.335055; 180.0000
-55.3500; -152.1000; -9.4394; 0.337309; -180.0000
-54.9000; -152.1000; -9.3892; 0.339266; -180.0000
-54.4500; -152.1000; -9.3472; 0.340910; -180.0000
-54.0000; -152.1000; -9.3137; 0.342228; -180.0000
-53.5500; -152.1000; -9.2889; 0.343205; 180.0000
-53.1000; -152.1000; -9.2732; 0.343826; -180.0000
-52.6500; -152.1000; -9.2668; 0.344079; -180.0000
-52.2000; -152.1000; -9.2701; 0.343951; 180.0000
-51.7500; -152.1000; -9.2833; 0.343428; 180.0000
-51.3000; -152.1000; -9.3068; 0.342500; -180.0000
-50.8500; -152.1000; -9.3410; 0.341154; 180.0000
-50.4000; -152.1000; -9.3863; 0.339380; -180.0000
-49.9500; -152.1000; -9.4431; 0.337168; -180.0000
-49.5000; -152.1000; -9.5118; 0.334509; 180.0000
-49.0500; -152.1000; -9.5931; 0.331395; 180.0000
-48.6000; -152.1000; -9.6873; 0.327819; 180.0000
-48.1500; -152.1000; -9.7952; 0.323774; -180.0000
-47.7000; -152.1000; -9.9172; 0.319255; -180.0000
-47.2500; -152.1000; -10.0542; 0.314259; 180.0000
-46.8000; -152.1000; -10.2070; 0.308782; -180.0000
-46.3500; -152.1000; -10.3762; 0.302823; 180.0000
-45.9000; -152.1000; -10.5630; 0.296381; -180.0000
-45.4500; -152.1000; -10.7683; 0.289457; 180.0000
-45.0000; -152.1000; -10.9934; 0.282054; 180.0000
-44.5500; -152.1000; -11.2395; 0.274175; -180.0000
-44.1000; -152.1000; -11.5081; 0.265824; 180.0000
-43.6500; -152.1000; -11.8010; 0.257010; -180.0000
-43.2000; -152.1000; -12.1201; 0.247738; -180.0000
-42.7500; -152.1000; -12.4677; 0.238020; 180.0000
-42.3000; -152.1000; -12.8464; 0.227866; 180.0000
-41.8500; -152.1000; -13.2593; 0.217288; 180.0000
-41.4000; -152.1000; -13.7100; 0.206300; -180.0000
-40.9500; -152.1000; -14.2029; 0.194919; 180.0000
-40.5000; -152.1000; -14.7434; 0.183160; 180.0000
-40.0500; -152.1000; -15.3379; 0.171042; 180.0000
-39.6000; -152.1000; -15.9947; 0.158586; -180.0000
-39.1500; -152.1000; -16.7241; 0.145812; 180.0000
-38.7000; -152.1000; -17.5397; 0.132744; 180.0000
-38.2500; -152.1000; -18.4595; 0.119406; 180.0000
-37.8000; -152.1000; -19.5084; 0.105823; 180.0000
-37.3500; -152.1000; -20.7222; 0.092022; 180.0000
-36.9000; -152.1000; -22.1547; 0.078030; 180.0000
-36.4500; -152.1000; -23.8930; 0.063878; 180.0000
-36.0000; -152.1000; -26.0913; 0.049595; -180.0000
-35.5500; -152.1000; -29.0662; 0.035212; 180.0000
-35.1000; -152.1000; -33.6551; 0.020761; 180.0000
-34.6500; -152.1000; -44.0476; 0.006275; 180.0000
-34.2000; -152.1000; -41.7107; 0.008212; 0.0000
-33.7500; -152.1000; -32.8920; 0.022667; 0.0000
-33.3000; -152.1000; -28.6231; 0.037055; 0.0000
-32.8500; -152.1000; -25.7908; 0.051341; 0.0000
-32.4000; -152.1000; -23.6766; 0.065489; -0.0000
-31.9500; -152.1000; -21.9964; 0.079466; -0.0000
-31.5000; -152.1000; -20.6085; 0.093234; 0.0000
-31.0500; -152.1000; -19.4318; 0.106760; 0.0000
-30.6000; -152.1000; -18.4158; 0.120008; 0.0000
-30.1500; -152.1000; -17.5266; 0.132944; -0.0000
-29.7000; -152.1000; -16.7407; 0.145534; -0.0000
-29.2500; -152.1000; -16.0409; 0.157745; 0.0000
-28.8000; -152.1000; -15.4143; 0.169544; 0.0000
-28.3500; -152.1000; -14.8512; 0.180900; -0.0000
-27.9000; -152.1000; -14.3438; 0.191784; -0.0000
-27.4500; -152.1000; -13.8859; 0.202164; -0.0000
-27.0000; -152.1000; -13.4727; 0.212015; 0.0000
-26.5500; -152.1000; -13.1000; 0.221309; 0.0000
-26.1000; -152.1000; -12.7646; 0.230022; -0.0000
-25.6500; -152.1000; -12.4637; 0.238131; 0.0000
-25.2000; -152.1000; -12.1949; 0.245616; -0.0000
-24.7500; -152.1000; -11.9563; 0.252456; 0.0000
-24.3000; -152.1000; -11.7462; 0.258636; 0.0000
-23.8500; -152.1000; -11.5633; 0.264140; 0.0000
-23.4000; -152.1000; -11.4064; 0.268955; -0.0000
-22.9500; -152.1000; -11.2745; 0.273072; 0.0000
-22.5000; -152.1000; -11.1667; 0.276482; -0.0000
-22.0500; -152.1000; -11.0823; 0.279180; 0.0000
-21.6000; -152.1000; -11.0208; 0.281164; 0.0000
-21.1500; -152.1000; -10.9817; 0.282433; -0.0000
-20.7000; -152.1000; -10.9646; 0.282989; 0.0000
-20.2500; -152.1000; -10.9692; 0.282838; -0.0000
-19.8000; -152.1000; -10.9954; 0.281986; 0.0000
-19.3500; -152.1000; -11.0430; 0.280445; 0.0000
-18.9000; -152.1000; -11.1120; 0.278226; -0.0000
-18.4500; -152.1000; -11.2024; 0.275346; -0.0000
-18.0000; -152.1000; -11.3143; 0.271821; -0.0000
-17.5500; -152.1000; -11.4479; 0.267673; 0.0000
-17.1000; -152.1000; -11.6034; 0.262925; -0.0000
-16.6500; -152.1000; -11.7811; 0.257601; 0.0000
-16.2000; -152.1000; -11.9813; 0.251729; -0.0000
-15.7500; -152.1000; -12.2047; 0.245339; -0.0000
-15.3000; -152.1000; -12.4516; 0.238462; 0.0000
-14.8500; -152.1000; -12.7228; 0.231132; -0.0000
-14.4000; -152.1000; -13.0189; 0.223385; -0.0000
-13.9500; -152.1000; -13.3408; 0.215258; -0.0000
-13.5000; -152.1000; -13.6894; 0.206790; 0.0000
-13.0500; -152.1000; -14.0658; 0.198020; -0.0000
-12.6000; -152.1000; -14.4712; 0.188990; -0.0000
-12.1500; -152.1000; -14.9070; 0.179743; 0.0000
-11.7000; -152.1000; -15.3746; 0.170322; 0.0000
-11.2500; -152.1000; -15.8759; 0.160770; -0.0000
-10.8000; -152.1000; -16.4128; 0.151133; 0.0000
-10.3500; -152.1000; -16.9877; 0.141455; 0.0000
-9.9000; -152.1000; -17.6030; 0.131780; 0.0000
-9.4500; -152.1000; -18.2618; 0.122155; 0.0000
-9.0000; -152.1000; -18.9674; 0.112624; -0.0000
-8.5500; -152.1000; -19.7239; 0.103230; -0.0000
-8.1000; -152.1000; -20.5359; 0.094017; 0.0000
-7.6500; -152.1000; -21.4088; 0.085027; -0.0000
-7.2000; -152.1000; -22.3491; 0.076303; -0.0000
-6.7500; -152.1000; -23.3645; 0.067885; -0.0000
-6.3000; -152.1000; -24.4643; 0.059811; -0.0000
-5.8500; -152.1000; -25.6600; 0.052119; 0.0000
-5.4000; -152.1000; -26.9658; 0.044845; -0.0000
-4.9500; -152.1000; -28.3995; 0.038021; -0.0000
-4.5000; -152.1000; -29.9843; 0.031680; 0.0000
-4.0500; -152.1000; -31.7505; 0.025851; 0.0000
-3.6000; -152.1000; -33.7394; 0.020560; -0.0000
-3.1500; -152.1000; -36.0086; 0.015833; 0.0000
-2.7000; -152.1000; -38.6428; 0.011691; 0.0000
-2.2500; -152.1000; -41.7731; 0.008154; -0.0000
-1.8000; -152.1000; -45.6193; 0.005236; 0.0000
-1.3500; -152.1000; -50.5934; 0.002953; -0.0000
-0.9000; -152.1000; -57.6203; 0.001315; -0.0000
-0.4500; -152.1000; -69.6514; 0.000329; -0.0000
0.0000; -152.1000; -200.0000; 0.000000; 0.0000
0.4500; -152.1000; -69.6514; 0.000329; 0.0000
0.9000; -152.1000; -57.6203; 0.001315; 0.0000
1.3500; -152.1000; -50.5934; 0.002953; 0.0000
1.8000; -152.1000; -45.6193; 0.005236; 0.0000
2.2500; -152.1000; -41.7731; 0.008154; 0.0000
2.7000; -152.1000; -38.6428; 0.011691; 0.0000
3.1500; -152.1000; -36.0086; 0.015833; 0.0000
3.6000; -152.1000; -33.7394; 0.020560; 0.0000
4.0500; -152.1000; -31.7505; 0.025851; 0.0000
4.5000; -152.1000; -29.9843; 0.031680; 0.0000
4.9500; -152.1000; -28.3995; 0.038021; 0.0000
5.4000; -152.1000; -26.9658; 0.044845; 0.0000
5.8500; -152.1000; -25.6600; 0.052119; 0.0000
6.3000; -152.1000; -24.4643; 0.059811; 0.0000
6.7500; -152.1000; -23.3645; 0.067885; 0.0000
7.2000; -152.1000; -22.3491; 0.076303; 0.0000
7.6500; -152.1000; -21.4088; 0.085027; 0.0000
8.1000; -152.1000; -20.5359; 0.094017; 0.0000
8.5500; -152.1000; -19.7239; 0.103230; 0.0000
9.0000; -152.1000; -18.9674; 0.112624; 0.0000
9.4500; -152.1000; -18.2618; 0.122155; -0.0000
9.9000; -152.1000; -17.6030; 0.131780; -0.0000
10.3500; -152.1000; -16.9877; 0.141455; 0.0000
10.8000; -152.1000; -16.4128; 0.151133; 0.0000
11.2500; -152.1000; -15.8759; 0.160770; 0.0000
11.7000; -152.1000; -15.3746; 0.170322; 0.0000
12.1500; -152.1000; -14.9070; 0.179743; 0.0000
12.6000; -152.1000; -14.4712; 0.188990; 0.0000
13.0500; -152.1000; -14.0658; 0.198020; 0.0000
13.5000; -152.1000; -13.6894; 0.206790; -0.0000
13.9500; -152.1000; -13.3408; 0.215258; 0.0000
14.4000; -152.1000; -13.0189; 0.223385; 0.0000
14.8500; -152.1000; -12.7228; 0.231132; 0.0000
15.3000; -152.1000; -12.4516; 0.238462; 0.0000
15.7500; -152.1000; -12.2047; 0.245339; 0.0000
16.2000; -152.1000; -11.9813; 0.251729; 0.0000
16.6500; -152.1000; -11.7811; 0.257601; 0.0000
17.1000; -152.1000; -11.6034; 0.262925; 0.0000
17.5500; -152.1000; -11.4479; 0.267673; 0.0000
18.0000; -152.1000; -11.3143; 0.271821; 0.0000
18.4500; -152.1000; -11.2024; 0.275346; 0.0000
18.9000; -152.1000; -11.1120; 0.278226; 0.0000
19.3500; -152.1000; -11.0430; 0.280445; 0.0000
19.8000; -152.1000; -10.9954; 0.281986; 0.0000
20.2500; -152.1000; -10.9692; 0.282838; 0.0000
20.7000; -152.1000; -10.9646; 0.282989; -0.0000
21.1500; -152.1000; -10.9817; 0.282433; 0.0000
21.6000; -152.1000; -11.0208; 0.281164; -0.0000
22.0500; -152.1000; -11.0823; 0.279180; 0.0000
22.5000; -152.1000; -11.1667; 0.276482; -0.0000
22.9500; -152.1000; -11.2745; 0.273072; 0.0000
23.4000; -152.1000; -11.4064; 0.268955; -0.0000
23.8500; -152.1000; -11.5633; 0.264140; -0.0000
24.3000; -152.1000; -11.7462; 0.258636; 0.0000
24.7500; -152.1000; -11.9563; 0.252456; 0.0000
25.2000; -152.1000; -12.1949; 0.245616; -0.0000
25.6500; -152.1000; -12.4637; 0.238131; 0.0000
26.1000; -152.1000; -12.7646; 0.230022; 0.0000
26.5500; -152.1000; -13.1000; 0.221309; -0.0000
27.0000; -152.1000; -13.4727; 0.212015; -0.0000
27.4500; -152.1000; -13.8859; 0.202164; 0.0000
27.9000; -152.1000; -14.3438; 0.191784; 0.0000
28.3500; -152.1000; -14.8512; 0.180900; 0.0000
28.8000; -152.1000; -15.4143; 0.169544; -0.0000
29.2500; -152.1000; -16.0409; 0.157745; -0.0000
29.7000; -152.1000; -16.7407; 0.145534; 0.0000
30.1500; -152.1000; -17.5266; 0.132944; -0.0000
30.6000; -152.1000; -18.4158; 0.120008; 0.0000
31.0500; -152.1000; -19.4318; 0.106760; 0.0000
31.5000; -152.1000; -20.6085; 0.093234; -0.0000
31.9500; -152.1000; -21.9964; 0.079466; 0.0000
32.4000; -152.1000; -23.6766; 0.065489; 0.0000
32.8500; -152.1000; -25.7908; 0.051341; 0.0000
33.3000; -152.1000; -28.6231; 0.037055; -0.0000
33.7500; -152.1000; -32.8920; 0.022667; -0.0000
34.2000; -152.1000; -41.7107; 0.008212; 0.0000
34.6500; -152.1000; -44.0476; 0.006275; 180.0000
35.1000; -152.1000; -33.6551; 0.020761; 180.0000
35.5500; -152.1000; -29.0662; 0.035212; -180.0000
36.0000; -152.1000; -26.0913; 0.049595; -180.0000
36.4500; -152.1000; -23.8930; 0.063878; 180.0000
36.9000; -152.1000; -22.1547; 0.078030; 180.0000
37.3500; -152.1000; -20.7222; 0.092022; 180.0000
37.8000; -152.1000; -19.5084; 0.105823; 180.0000
38.2500; -152.1000; -18.4595; 0.119406; -180.0000
38.7000; -152.1000; -17.5397; 0.132744; 180.0000
39.1500; -152.1000; -16.7241; 0.145812; 180.0000
39.6000; -152.1000; -15.9947; 0.158586; 180.0000
40.0500; -152.1000; -15.3379; 0.171042; -180.0000
40.5000; -152.1000; -14.7434; 0.183160; -180.0000
40.9500; -152.1000; -14.2029; 0.194919; 180.0000
41.4000; -152.1000; -13.7100; 0.206300; 180.0000
41.8500; -152.1000; -13.2593; 0.217288; -180.0000
42.3000; -152.1000; -12.8464; 0.227866; -180.0000
42.7500; -152.1000; -12.4677; 0.238020; -180.0000
43.2000; -152.1000; -12.1201; 0.247738; -180.0000
43.6500; -152.1000; -11.8010; 0.257010; -180.0000
44.1000; -152.1000; -11.5081; 0.265824; 180.0000
44.5500; -152.1000; -11.2395; 0.274175; 180.0000
45.0000; -152.1000; -10.9934; 0.282054; 180.0000
45.4500; -152.1000; -10.7683; 0.289457; -180.0000
45.9000; -152.1000; -10.5630; 0.296381; 180.0000
46.3500; -152.1000; -10.3762; 0.302823; 180.0000
46.8000; -152.1000; -10.2070; 0.308782; -180.0000
47.2500; -152.1000; -10.0542; 0.314259; 180.0000
47.7000; -152.1000; -9.9172; 0.319255; -180.0000
48.1500; -152.1000; -9.7952; 0.323774; 180.0000
48.6000; -152.1000; -9.6873; 0.327819; 180.0000
49.0500; -152.1000; -9.5931; 0.331395; 180.0000
49.5000; -152.1000; -9.5118; 0.334509; 180.0000
49.9500; -152.1000; -9.4431; 0.337168; 180.0000
50.4000; -152.1000; -9.3863; 0.339380; 180.0000
50.8500; -152.1000; -9.3410; 0.341154; -180.0000
51.3000; -152.1000; -9.3068; 0.342500; -180.0000
51.7500; -152.1000; -9.2833; 0.343428; -180.0000
52.2000; -152.1000; -9.2701; 0.343951; -180.0000
52.6500; -152.1000; -9.2668; 0.344079; -180.0000
53.1000; -152.1000; -9.2732; 0.343826; -180.0000
53.5500; -152.1000; -9.2889; 0.343205; 180.0000
54.0000; -152.1000; -9.3137; 0.342228; 180.0000
54.4500; -152.1000; -9.3472; 0.340910; -180.0000
54.9000; -152.1000; -9.3892; 0.339266; -180.0000
55.3500; -152.1000; -9.4394; 0.337309; 180.0000
55.8000; -152.1000; -9.4977; 0.335055; 180.0000
56.2500; -152.1000; -9.5637; 0.332518; 180.0000
56.7000; -152.1000; -9.6373; 0.329713; -180.0000
57.1500; -152.1000; -9.7182; 0.326657; -180.0000
57.6000; -152.1000; -9.8062; 0.323363; 180.0000
58.0500; -152.1000; -9.9012; 0.319847; -180.0000
58.5000; -152.1000; -10.0028; 0.316124; 180.0000
58.9500; -152.1000; -10.1111; 0.312209; 180.0000
59.4000; -152.1000; -10.2257; 0.308118; 180.0000
59.8500; -152.1000; -10.3464; 0.303863; 180.0000
60.3000; -152.1000; -10.4732; 0.299461; 180.0000
60.7500; -152.1000; -10.6058; 0.294924; 180.0000
61.2000; -152.1000; -10.7440; 0.290268; 180.0000
61.6500; -152.1000; -10.8877; 0.285505; -180.0000
62.1000; -152.1000; -11.0367; 0.280649; 180.0000
62.5500; -152.1000; -11.1909; 0.275713; 180.0000
63.0000; -152.1000; -11.3499; 0.270709; -180.0000
63.4500; -152.1000; -11.5138; 0.265650; 180.0000
63.9000; -152.1000; -11.6823; 0.260547; 180.0000
64.3500; -152.1000; -11.8552; 0.255411; 180.0000
64.8000; -152.1000; -12.0324; 0.250254; 180.0000
65.2500; -152.1000; -12.2136; 0.245086; 180.0000
65.7000; -152.1000; -12.3988; 0.239917; 180.0000
66.1500; -152.1000; -12.5877; 0.234756; 180.0000
66.6000; -152.1000; -12.7801; 0.229612; -180.0000
67.0500; -152.1000; -12.9759; 0.224495; 180.0000
67.5000; -152.1000; -13.1748; 0.219412; -180.0000
67.9500; -152.1000; -13.3767; 0.214371; 180.0000
68.4000; -152.1000; -13.5813; 0.209380; -180.0000
68.8500; -152.1000; -13.7885; 0.204444; 180.0000
69.3000; -152.1000; -13.9980; 0.199571; -180.0000
69.7500; -152.1000; -14.2097; 0.194767; 180.0000
70.2000; -152.1000; -14.4232; 0.190037; -180.0000
70.6500; -152.1000; -14.6385; 0.185386; 180.0000
71.1000; -152.1000; -14.8552; 0.180818; -180.0000
71.5500; -152.1000; -15.0730; 0.176339; 180.0000
72.0000; -152.1000; -15.2919; 0.171952; 180.0000
72.4500; -152.1000; -15.5114; 0.167660; 180.0000
72.9000; -152.1000; -15.7314; 0.163467; 180.0000
73.3500; -152.1000; -15.9515; 0.159376; 180.0000
73.8000; -152.1000; -16.1716; 0.155390; 180.0000
74.2500; -152.1000; -16.3912; 0.151509; 180.0000
74.7000; -152.1000; -16.6102; 0.147737; 180.0000
75.1500; -152.1000; -16.8282; 0.144076; 180.0000
75.6000; -152.1000; -17.0449; 0.140525; -180.0000
76.0500; -152.1000; -17.2600; 0.137088; 180.0000
76.5000; -152.1000; -17.4732; 0.133764; 180.0000
76.9500; -152.1000; -17.6842; 0.130554; 180.0000
77.4000; -152.1000; -17.8926; 0.127458; -180.0000
77.8500; -152.1000; -18.0981; 0.124478; 180.0000
78.3000; -152.1000; -18.3004; 0.121613; -180.0000
78.7500; -152.1000; -18.4990; 0.118864; -180.0000
79.2000; -152.1000; -18.6937; 0.116229; -180.0000
79.6500; -152.1000; -18.8841; 0.113709; -180.0000
80.1000; -152.1000; -19.0698; 0.111304; -180.0000
80.5500; -152.1000; -19.2505; 0.109012; -180.0000
81.0000; -152.1000; -19.4258; 0.106834; -180.0000
81.4500; -152.1000; -19.5954; 0.104769; 180.0000
81.9000; -152.1000; -19.7589; 0.102815; -180.0000
82.3500; -152.1000; -19.9159; 0.100973; -180.0000
82.8000; -152.1000; -20.0661; 0.099242; 180.0000
83.2500; -152.1000; -20.2092; 0.097621; 180.0000
83.7000; -152.1000; -20.3448; 0.096108; -180.0000
84.1500; -152.1000; -20.4726; 0.094704; 180.0000
84.6000; -152.1000; -20.5923; 0.093408; -180.0000
85.0500; -152.1000; -20.7037; 0.092218; 180.0000
85.5000; -152.1000; -20.8063; 0.091135; 180.0000
85.9500; -152.1000; -20.9001; 0.090156; 180.0000
86.4000; -152.1000; -20.9846; 0.089283; -180.0000
86.8500; -152.1000; -21.0598; 0.088514; 180.0000
87.3000; -152.1000; -21.1253; 0.087848; -180.0000
87.7500; -152.1000; -21.1811; 0.087286; 180.0000
88.2000; -152.1000; -21.2269; 0.086827; 180.0000
88.6500; -152.1000; -21.2627; 0.086470; -180.0000
89.1000; -152.1000; -21.2884; 0.086215; -180.0000
89.5500; -152.1000; -21.3038; 0.086062; 180.0000
90.0000; -152.1000; -21.3089; 0.086011; -180.0000
-90.0000; -151.2000; -25.9185; 0.050591; -180.0000
-89.5500; -151.2000; -25.9103; 0.050639; 180.0000
-89.1000; -151.2000; -25.8859; 0.050782; 180.0000
-88.6500; -151.2000; -25.8452; 0.051020; -180.0000
-88.2000; -151.2000; -25.7886; 0.051353; 180.0000
-87.7500; -151.2000; -25.7163; 0.051783; -180.0000
-87.3000; -151.2000; -25.6285; 0.052309; -180.0000
-86.8500; -151.2000; -25.5257; 0.052931; 180.0000
-86.4000; -151.2000; -25.4084; 0.053651; -180.0000
-85.9500; -151.2000; -25.2770; 0.054469; -180.0000
-85.5000; -151.2000; -25.1320; 0.055386; 180.0000
-85.0500; -151.2000; -24.9741; 0.056402; -180.0000
-84.6000; -151.2000; -24.8039; 0.057518; 180.0000
-84.1500; -151.2000; -24.6219; 0.058736; 180.0000
-83.7000; -151.2000; -24.4289; 0.060056; 180.0000
-83.2500; -151.2000; -24.2255; 0.061478; 180.0000
-82.8000; -151.2000; -24.0125; 0.063005; 180.0000
-82.3500; -151.2000; -23.7904; 0.064637; 180.0000
-81.9000; -151.2000; -23.5599; 0.066375; -180.0000
-81.4500; -151.2000; -23.3218; 0.068220; -180.0000
-81.0000; -151.2000; -23.0766; 0.070173; 180.0000
-80.5500; -151.2000; -22.8251; 0.072235; -180.0000
-80.1000; -151.2000; -22.5677; 0.074407; -180.0000
-79.6500; -151.2000; -22.3053; 0.076690; -180.0000
-79.2000; -151.2000; -22.0382; 0.079084; 180.0000
-78.7500; -151.2000; -21.7672; 0.081591; 180.0000
-78.3000; -151.2000; -21.4927; 0.084210; 180.0000
-77.8500; -151.2000; -21.2153; 0.086943; 180.0000
-77.4000; -151.2000; -20.9355; 0.089790; 180.0000
-76.9500; -151.2000; -20.6537; 0.092750; -180.0000
-76.5000; -151.2000; -20.3704; 0.095825; 180.0000
-76.0500; -151.2000; -20.0860; 0.099014; 180.0000
-75.6000; -151.2000; -19.8011; 0.102317; -180.0000
-75.1500; -151.2000; -19.5158; 0.105733; 180.0000
-74.7000; -151.2000; -19.2307; 0.109261; -180.0000
-74.2500; -151.2000; -18.9460; 0.112901; -180.0000
-73.8000; -151.2000; -18.6622; 0.116652; 180.0000
-73.3500; -151.2000; -18.3794; 0.120512; 180.0000
-72.9000; -151.2000; -18.0981; 0.124478; -180.0000
-72.4500; -151.2000; -17.8185; 0.128550; 180.0000
-72.0000; -151.2000; -17.5410; 0.132725; -180.0000
-71.5500; -151.2000; -17.2656; 0.137000; -180.0000
-71.1000; -151.2000; -16.9928; 0.141371; 180.0000
-70.6500; -151.2000; -16.7227; 0.145837; 180.0000
-70.2000; -151.2000; -16.4555; 0.150392; -180.0000
-69.7500; -151.2000; -16.1916; 0.155032; -180.0000
-69.3000; -151.2000; -15.9310; 0.159754; 180.0000
-68.8500; -151.2000; -15.6740; 0.164551; 180.0000
-68.4000; -151.2000; -15.4207; 0.169419; -180.0000
-67.9500; -151.2000; -15.1715; 0.174352; 180.0000
-67.5000; -151.2000; -14.9263; 0.179343; -180.0000
-67.0500; -151.2000; -14.6855; 0.184385; 180.0000
-66.6000; -151.2000; -14.4491; 0.189472; 180.0000
-66.1500; -151.2000; -14.2173; 0.194596; -180.0000
-65.7000; -151.2000; -13.9904; 0.199748; 180.0000
-65.2500; -151.2000; -13.7683; 0.204920; 180.0000
-64.8000; -151.2000; -13.5514; 0.210102; 180.0000
-64.3500; -151.2000; -13.3397; 0.215286; 180.0000
-63.9000; -151.2000; -13.1334; 0.220461; 180.0000
-63.4500; -151.2000; -12.9326; 0.225617; 180.0000
-63.0000; -151.2000; -12.7374; 0.230742; -180.0000
-62.5500; -151.2000; -12.5481; 0.235827; 180.0000
-62.1000; -151.2000; -12.3648; 0.240857; 180.0000
-61.6500; -151.2000; -12.1876; 0.245822; 180.0000
-61.2000; -151.2000; -12.0166; 0.250710; 180.0000
-60.7500; -151.2000; -11.8520; 0.255506; -180.0000
-60.3000; -151.2000; -11.6939; 0.260197; 180.0000
-59.8500; -151.2000; -11.5426; 0.264771; -180.0000
-59.4000; -151.2000; -11.3981; 0.269213; 180.0000
-58.9500; -151.2000; -11.2606; 0.273508; 180.0000
-58.5000; -151.2000; -11.1303; 0.277643; -180.0000
-58.0500; -151.2000; -11.0073; 0.281603; -180.0000
-57.6000; -151.2000; -10.8918; 0.285372; -180.0000
-57.1500; -151.2000; -10.7840; 0.288936; -180.0000
-56.7000; -151.2000; -10.6840; 0.292280; -180.0000
-56.2500; -151.2000; -10.5921; 0.295388; -180.0000
-55.8000; -151.2000; -10.5085; 0.298246; 180.0000
-55.3500; -151.2000; -10.4333; 0.300838; 180.0000
-54.9000; -151.2000; -10.3669; 0.303149; -180.0000
-54.4500; -151.2000; -10.3093; 0.305165; -180.0000
-54.0000; -151.2000; -10.2609; 0.306870; -180.0000
-53.5500; -151.2000; -10.2219; 0.308250; -180.0000
-53.1000; -151.2000; -10.1927; 0.309291; -180.0000
-52.6500; -151.2000; -10.1734; 0.309979; -180.0000
-52.2000; -151.2000; -10.1643; 0.310301; 180.0000
-51.7500; -151.2000; -10.1659; 0.310244; 180.0000
-51.3000; -151.2000; -10.1785; 0.309796; -180.0000
-50.8500; -151.2000; -10.2024; 0.308944; -180.0000
-50.4000; -151.2000; -10.2381; 0.307678; 180.0000
-49.9500; -151.2000; -10.2859; 0.305988; 180.0000
-49.5000; -151.2000; -10.3464; 0.303863; 180.0000
-49.0500; -151.2000; -10.4202; 0.301295; -180.0000
-48.6000; -151.2000; -10.5076; 0.298277; -180.0000
-48.1500; -151.2000; -10.6094; 0.294801; 180.0000
-47.7000; -151.2000; -10.7263; 0.290861; -180.0000
-47.2500; -151.2000; -10.8589; 0.286454; 180.0000
-46.8000; -151.2000; -11.0081; 0.281575; 180.0000
-46.3500; -151.2000; -11.1749; 0.276221; -180.0000
-45.9000; -151.2000; -11.3601; 0.270393; 180.0000
-45.4500; -151.2000; -11.5650; 0.264089; 180.0000
-45.0000; -151.2000; -11.7908; 0.257311; 180.0000
